10,2011-06-01,08:38:43,17:19:02
10,2011-06-02,08:31:51,16:13:47
10,2011-06-03,08:26:05,10:21:44
10,2011-06-06,08:40:33,16:37:40
10,2011-06-07,15:56:10,17:01:33
10,2011-06-08,08:45:31,17:21:25
10,2011-06-09,08:38:38,16:34:11
10,2011-06-10,08:41:13,16:22:29
10,2011-06-13,09:57:07,16:57:04
10,2011-06-14,08:35:00,16:55:17
10,2011-06-15,08:40:46,17:25:57
10,2011-06-16,08:16:38,16:16:55
10,2011-06-17,08:44:08,17:04:20
10,2011-06-20,08:21:16,16:49:43
10,2011-06-21,08:38:52,16:53:31
10,2011-06-22,08:36:58,17:37:29
10,2011-06-27,08:11:44,17:42:40
10,2011-06-28,08:22:04,17:17:21
10,2011-06-29,08:26:27,16:34:32
10,2011-06-30,08:34:01,17:10:20
10,2011-07-01,08:36:29,16:41:45
10,2011-07-04,08:35:50,16:52:28
10,2011-07-05,08:26:28,18:11:53
10,2011-07-06,08:24:57,17:19:37
10,2011-07-07,08:33:07,17:08:17
10,2011-07-08,07:38:10,13:39:57
10,2011-07-11,08:33:13,17:32:08
10,2011-07-12,08:31:23,17:46:48
10,2011-07-13,08:50:18,17:58:13
10,2011-07-14,08:33:03,18:07:52
10,2011-07-15,08:35:10,17:35:42
10,2011-07-18,08:40:54,17:12:12
10,2011-07-19,12:10:19,16:24:05
10,2011-07-20,08:35:00,17:45:06
10,2011-07-21,08:39:49,16:57:41
10,2011-07-22,08:35:30,16:40:47
10,2011-07-25,08:39:01,16:39:11
10,2011-07-26,08:35:35,16:42:31
10,2011-07-27,08:38:20,17:20:41
10,2011-07-28,08:36:31,17:10:37
10,2011-07-29,08:38:59,16:54:10
10,2011-08-01,08:37:55,16:54:13
10,2011-08-02,08:33:41,16:31:29
10,2011-08-03,08:44:45,18:02:16
10,2011-08-04,08:46:11,16:57:44
10,2011-08-05,08:38:51,16:50:42
10,2011-08-08,08:49:52,16:52:47
10,2011-08-09,08:47:23,17:07:37
10,2011-08-10,08:46:27,17:06:13
10,2011-08-11,08:39:53,17:00:22
10,2011-08-12,08:39:16,16:52:46
10,2011-08-23,08:35:57,17:48:18
10,2011-08-24,08:38:51,16:59:00
10,2011-08-25,08:50:57,14:56:03
10,2011-08-26,08:57:10,16:18:02
10,2011-08-29,08:37:09,17:02:16
10,2011-08-30,08:28:06,18:03:12
10,2011-08-31,08:10:36,16:18:38
10,2011-09-01,08:47:03,16:55:30
10,2011-09-02,08:39:40,17:23:13
10,2011-09-05,09:16:23,15:25:45
10,2011-09-06,08:49:05,16:59:59
10,2011-09-07,08:44:52,16:51:48
10,2011-09-08,08:38:44,15:00:14
10,2011-09-09,08:50:37,17:37:17
10,2011-09-12,11:31:41,17:23:10
10,2011-09-13,08:39:55,17:25:13
10,2011-09-14,08:25:01,16:45:16
10,2011-09-15,08:43:44,18:22:56
10,2011-09-16,08:46:24,17:26:54
10,2011-09-26,08:45:05,17:22:38
10,2011-09-27,08:46:48,16:52:16
10,2011-09-28,08:28:11,16:53:38
10,2011-09-29,08:30:51,17:26:13
10,2011-09-30,08:39:59,17:30:28
10,2011-10-10,08:54:06,17:08:11
10,2011-10-11,08:53:39,17:59:06
10,2011-10-12,08:56:25,17:24:42
10,2011-10-13,08:52:56,17:13:17
10,2011-10-14,08:52:57,17:21:03
10,2011-10-17,09:02:44,17:09:13
10,2011-10-18,08:58:31,17:10:16
10,2011-10-19,08:52:29,17:22:53
10,2011-10-20,08:52:45,16:58:02
10,2011-10-21,08:53:37,17:08:43
10,2011-10-24,08:40:49,16:12:55
10,2011-10-25,08:53:25,16:53:29
10,2011-10-26,08:56:30,18:01:36
10,2011-10-27,08:51:33,17:19:12
10,2011-10-28,08:53:00,18:08:23
10,2011-10-31,08:54:08,18:04:12
10,2011-11-02,08:50:23,17:15:16
10,2011-11-03,08:50:24,17:40:37
10,2011-11-04,08:50:51,16:31:51
10,2011-11-07,08:52:02,17:27:18
10,2011-11-08,08:49:07,17:26:09
10,2011-11-09,08:44:59,16:56:58
10,2011-11-10,08:49:43,17:22:22
10,2011-11-14,08:52:52,17:10:36
10,2011-11-15,08:34:43,18:01:22
10,2011-11-16,08:50:05,16:55:19
10,2011-11-17,08:24:30,17:39:44
10,2011-11-18,08:52:27,16:12:41
10,2011-11-21,08:50:29,17:19:46
10,2011-11-22,08:51:14,17:16:30
10,2011-11-23,08:50:22,18:36:13
10,2011-11-24,08:54:04,19:04:31
10,2011-11-25,08:50:58,18:02:23
10,2011-11-28,08:55:37,17:19:22
10,2011-11-29,08:53:28,17:39:59
10,2011-11-30,08:51:28,17:46:45
10,2011-12-01,08:49:57,17:05:12
10,2011-12-02,08:53:58,17:35:31
10,2011-12-12,08:54:12,17:49:55
10,2011-12-14,08:34:07,16:51:49
10,2011-12-15,08:46:56,16:55:31
10,2011-12-16,08:08:18,18:03:20
10,2011-12-19,08:51:07,17:25:44
10,2011-12-20,08:48:43,17:04:02
10,2011-12-21,08:54:55,17:08:54
10,2011-12-22,08:51:51,16:57:50
10,2011-12-23,08:55:14,16:55:34
10,2011-12-27,08:44:40,17:02:17
10,2011-12-28,08:51:35,16:56:47
10,2011-12-29,08:52:05,16:54:45
10,2011-12-30,08:51:06,17:31:19
10,2012-01-09,08:51:49,17:30:23
10,2012-01-10,08:48:22,17:29:20
10,2012-01-11,08:53:36,16:58:53
10,2012-01-12,08:55:14,16:49:23
10,2012-01-13,08:52:27,18:07:26
10,2012-01-16,08:53:17,17:13:37
10,2012-01-17,08:52:11,17:35:38
10,2012-01-18,08:56:47,17:36:18
